,Genome ID,Genome Name,Species,Strain,Label,Date Inserted,Host Health,Disease,Isolation Source,Isolation Comments,Other Clinical,Comments,GenBank Accessions,NCBI Taxon ID
398,1705602.3,Acidovorax sp. 12322-1,Acidovorax sp. 12322-1,12322-1,HP,2016-01-31T22:27:06.461Z,craniocerebral injury,,sputum,,host_disease_outcome:died,"The strain was multi-drug resistant. As we know, the pathogenic mechanism and resistance mechanism of the strain were sophisticated, so we are proceeding the whole genome sequence of the strain in order to get more useful informations regarding antibiotics resistance and pathogenic mechanism.",LPXH01000000,1705602
399,550.507,Enterobacter cloacae strain SMART_886,Enterobacter cloacae,SMART_886,HP,2016-01-31T12:20:18.647Z,clinical or host-associated bacteria,,,,host_health_state:Diseased,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",LPOW01000000,550
400,947033.5,Legionella steelei strain IMVS3376,Legionella steelei,IMVS3376,HP,2016-01-31T06:44:24.770Z,legionellosis,,Respiratory tract of human patient with bronchitis,,,Sequencing of 38 Legionella species,LNYY01000000,947033
401,40335.7,Legionella tucsonensis strain ATCC 49180,Legionella tucsonensis,ATCC 49180,HP,2016-01-31T06:27:53.174Z,legionellosis,,Pleural fluid from renal transplant patient,,"host_health_state:Renal transplantrecipient, hyperglycemic",Sequencing of 38 Legionella species,LNZA01000000,40335
402,28085.5,Legionella cincinnatiensis strain CDC#72-OH-14,Legionella cincinnatiensis,CDC#72-OH-14,HP,2016-01-31T05:25:15.386Z,legionellosis,,Human lung tissue,,host_disease_outcome:recovery;host_health_state:Renal transplantrecipient,Sequencing of 38 Legionella species,LNXX01000000,28085
403,449.7,Legionella hackeliae strain 798-PA-H,Legionella hackeliae,798-PA-H,HP,2016-01-31T05:07:34.214Z,legionellosis,,Human lung aspirate,,host_disease_outcome:recovery;host_health_state:required endotracheal intubation for congestive heart failure,Sequencing of 38 Legionella species,LNYF01000000,449
404,1660.4,Actinomyces odontolyticus strain XH001,Schaalia odontolytica,XH001,HP,2016-01-30T18:25:33.146Z,,oral caries periodontitis,oral cavity,,,Draft Genome of Actinomyces odontolyticus subsp. actinosynbacter strain XH001,LLVT01000000,1660
405,1582.46,Lactobacillus casei strain N87,Lactobacillus casei,N87,NHP,2016-01-30T03:17:42.455Z,,,Infant feces,,,"The Project is focused on the study, understanding and exploitation of aerobic and respiratory metabolism in wild and mutant strains of Lactobacillus casei group. In particular, the effect of aerobic and respiratory metabolism on the growth, stress tolerance, proteomic and metabolic profiles has been investigated in different strains of L. casei group, in order to improve survival of starter and probiotic cultures and to enhance the nutritional and technological properties of fermented foods. A complex approach based on transcriptomic, proteomic and metabolomic analyses has been used to carry out all research activities.",LCUN01000000,1582
406,1638939.5,Streptomyces sp. KE1,Streptomyces sp. KE1,KE1,NHP,2016-01-30T02:55:03.078Z,,,healthy skin surface,,,Human Skin Isolate,LAYX01000000,1638939
407,1286.16,Staphylococcus simulans strain CJ16,Staphylococcus simulans,CJ16,HP,2016-01-17T17:47:12.553Z,Surgical infection,,tissue from surgical site infection,,,To reveal the pathogenesis and niche adaptation of staphylococcus simulans that cause surgical site infection,LJSL01000000,1286
408,487514.18,Mycobacterium kyorinense strain HF1629,Mycobacterium kyorinense,HF1629,HP,2016-01-17T17:47:06.261Z,nontuberculous mycobacterial lung disease,,sputum,isolated from sputum of a patient with pneumonia,"host_disease_stage:complete destruction of the left lung by fibrotic lesions, which over the course of the disease extended to the right lung","the first isolation of Mycobacterium kyorinense specimens in Brazil is described. Mycobacterium kyorinense is a nonpigmented slowly growing mycobacterium that was first isolated from sputum of a patient with pneumonia. The species was described in 2009, and to date a few strains have been isolated.",LLXQ01000000,487514
409,1423802.4,Lactobacillus senioris DSM 24302 = JCM 17472,Lactobacillus senioris,DSM 24302,NHP,2016-01-17T17:46:13.228Z,,,feces of a healthy 100-year-old Japanese female,,,Genomic characterization of the genus Lactobacillus,AYZR01000000,1423802
410,48296.59,Acinetobacter pittii strain ABBL031,Acinetobacter pittii,ABBL031,HP,2016-01-17T17:45:12.017Z,Bacteremia,,Blood,,,Using WGS to track hospital outbreaks of Acinetobacter baumannii,LLDL01000000,48296
411,1778.10,Mycobacterium gordonae strain CTRI 14-8773,Mycobacterium gordonae,CTRI 14-8773,HP,2016-01-17T17:41:03.120Z,mycobacteriosis,,sputum of patient with mycobacteriosis,,,WGS study of clinically relevant Mycobacterium species Mycobacterium gordonae,LKTM01000000,1778
412,1481663.13,Vibrio metoecus strain 2010V-1005,Vibrio metoecus,2010V-1005,HP,2016-01-17T17:37:10.398Z,,,Ear infection,,,Vibrio cholerae and Vibrio meteocus;many frameshifted proteins,LCUG01000000,1481663
413,813.69,Chlamydia trachomatis strain R33512extract,Chlamydia trachomatis,R33512extract,HP,2016-01-17T17:35:55.176Z,,,urethra,,host_health_state:disease,"Chlamydia trachomatis is the most common cause of sexually transmitted infections in the UK, a statistic which is also reflected globally. There are two biovariants of C. trachomatis: trachoma and lyphogranuloma venereum (LGV). Trachoma isolates are non-invasive, whereas the LGV strains are invasive causing a disseminating infection of the local draining lymph nodes. Genome analysis has shown that the ocular and the genital trachoma isolates are 99.6 % identical at the sequence level and only show small differences in overall gene content. However, differences in coding potential, and the loss of function through point mutation, have been used to subdivide the trachoma strains into those associated with ocular and genital infections. We have previously sequenced a two LGV isolates; a long-term laboratory passaged strain and the recent ‘epidemic’ clinical LGV isolate causing proctitis. From these strains it was evident that there were no whole gene differences and that the recent epidemic isolate was a classical LGV isolate and has been circulating in the human population for a long time: an old strain causing a new disease. We have now put together a global collection of LGV isolates and are a sequencing them to determine the global phylogeny of this pathogen.. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",CVNW01000000,813
414,1661045.3,Pseudomonas sp. NBRC 111130,Pseudomonas sp. NBRC 111130,NBRC 111130,HP,2016-01-17T17:17:04.468Z,,,,,,"Members of the genus Pseudomonas are attractive target for genome sequencing due to their clinical importance, metabolic versatility, and ubiquitous distribution in environment. This project aims to support epidemiological studies and biotechnological research of Pseudomonas spp. by providing genome sequence data through the NBRC web site (http://www.bio.nite.go.jp/ngac/e/project_wgs-e.html) and DDBJ/EMBL/GenBank databases.",BCBG01000000,1661045
415,1141647.3,Nocardia sp. W9405,Nocardia arizonensis,W9405,HP,2016-01-17T17:14:10.369Z,,,,,,The draft genome sequence was obtained from clinical isolate Nocardia arizonensis W9405T.,LGYZ01000000,1141647
416,28141.78,Cronobacter sakazakii strain 693,Cronobacter sakazakii,693,HP,2016-01-17T17:13:52.300Z,,,feces from asymptomatic infant,,,Cronobacter sakazakii are found ubiquitously in the environment and have also been associated with neonatal infections. Clonal complex 4 of C. sakazakii has predominately been associated with neonatal meningitis.,JOLO01000000,28141
417,1689868.3,Shewanella sp. Sh95,Shewanella sp. Sh95,Sh95,HP,2016-01-17T17:13:42.315Z,skin and soft tissue infection,skin and soft tissue infection,ocular secretion,,,Genome analysis of the clinical isolate Shewanella sp. Sh95,LGYY01000000,1689868
418,222805.6,Mycobacterium chimaera strain MCIMRL2,Mycobacterium chimaera,MCIMRL2,HP,2016-01-17T17:13:33.201Z,Respiratory Tract Disease,,sputum,,,Mycobacterium chimaera is a non-tuberculous mycobacterium (NTM) within the Mycobacterium avium complex (MAC). It is associated with opportunistic lung infections and post-operative endocarditis. The goal of this study was to sequence the genomes of Irish M. chimaera isolates to provide the first genomic data for this species in order to aid genomic epidemiology and progress understanding of M. chimaera biology.,LJHL01000000,222805
419,303.178,Pseudomonas putida strain HB13667,Pseudomonas putida,HB13667,HP,2016-01-17T17:13:20.612Z,,,in-patient,,,Pseudomonas putida HB13667 clinical isolated,LKKS01000000,303
420,61652.4,Serratia rubidaea strain CIP 103234,Serratia rubidaea,CIP 103234,HP,2016-01-17T17:12:57.599Z,,,,,,"This sequence provides the full genome sequence of Serratia rubidaea , an oppoortunistic human pathogen.",LJZP01000000,61652
421,65058.67,Corynebacterium ulcerans strain 04-3911,Corynebacterium ulcerans,Apr-11,HP,2016-01-17T17:11:06.465Z,,,Ulcer,isolated from human,,"Corynebacterium ulcerans is an emergent pathogen that infects a variety of wild and domesticated animals and humans. It is associated to a growing number of cases of a diphtheriae-like disease around the world. We present the draft genome sequence of C. ulcerans strain 04-3911, isolated from human.",LGSX01000000,65058
422,2104.118,Mycoplasma pneumoniae strain Mympn_6282,Mycoplasma pneumoniae,Mympn_6282,HP,2016-01-17T17:10:40.122Z,Pneumonia,,NPA,,,"The human respiratory tract pathogen M. pneumoniae is one of the best characterized minimal bacterium. Until now, two main groups of clinical isolates of this bacterium have been described (types 1 and 2), differing in the sequence of the P1 adhesin gene. Here, we have sequenced the genomes of 23 clinical isolates of M. pneumoniae. Studying SNPs, non-synonymous mutations, indels and genome rearrangements of these 23 strains and 4 previously sequenced ones, has revealed new subclasses in the two main groups, some of them being associated with the country of isolation. Integrative analysis of in vitro gene essentiality and mutation rates enabled the identification of several putative virulence factors and antigenic proteins; revealing recombination machinery, glycerol metabolism and peroxide production as possible factors in the genetics and physiology of these pathogenic strains. Additionally, the transcriptomes and proteomes of two representative strains, one from each of the two main groups, have been characterized to evaluate the impact of mutations on RNA and proteins levels. This study has revealed that type 2 strains show high expression levels of CARDs toxin, a protein recently shown to be one of the major factors of inflammation. Thus, we propose that type 2 strains are likely to be more virulent than type 1 strains.",LHQI01000000,2104
423,225992.4,Comamonas kerstersii strain J29,Comamonas kerstersii,J29,HP,2016-01-17T17:09:57.162Z,Uremic,,peritoneal dialysis fluid,,,Whole genome sequencing of Comamonas kerstersii J29 causing intra-abdominal infection,LFYP01000000,225992
424,316.107,Pseudomonas stutzeri strain C2,Pseudomonas stutzeri,C2,HP,2016-01-17T17:04:52.243Z,Cystic fibrosis,,lungs of cystic fibrosis patient C,isolated from three paediatric patients,,"The genetic disorder cystic fibrosis is a life-limiting condition affecting ~70,000 people worldwide. Targeted, early, treatment of the dominant infecting species, Pseudomonas aeruginosa, has improved patient outcomes, however there is concern that other species are now stepping in to take its place. In addition, the necessarily long-term antibiotic therapy received by these patients may be providing a suitable environment for the emergence of antibiotic resistance. To investigate these issues, we employed whole-genome sequencing of 28 non-Pseudomonas bacterial strains isolated from three paediatric patients.",LDWB01000000,316
425,85698.19,Achromobacter xylosoxidans strain A7,Achromobacter xylosoxidans,A7,HP,2016-01-17T17:04:41.208Z,Cystic fibrosis,,lungs of cystic fibrosis patient A,isolated from three paediatric patients,,"The genetic disorder cystic fibrosis is a life-limiting condition affecting ~70,000 people worldwide. Targeted, early, treatment of the dominant infecting species, Pseudomonas aeruginosa, has improved patient outcomes, however there is concern that other species are now stepping in to take its place. In addition, the necessarily long-term antibiotic therapy received by these patients may be providing a suitable environment for the emergence of antibiotic resistance. To investigate these issues, we employed whole-genome sequencing of 28 non-Pseudomonas bacterial strains isolated from three paediatric patients.",LDVI01000000,85698
426,1676614.3,Prevotella sp. 109,Prevotella rara,109,NHP,2016-01-17T17:04:30.472Z,,,feces of 43-year-old healthy woman,,,Draft genome sequence of Prevotella sp. 109,LFQU01000000,1676614
427,624.399,Shigella sonnei strain 83010,Shigella sonnei,83010,HP,2016-01-17T16:59:27.429Z,,,Faeces,,host_health_state:Diseased,"http://www.sanger.ac.uk/resources/downloads/bacteria/ This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",CXIE01000000,624
428,1283.135,Staphylococcus haemolyticus strain 94759,Staphylococcus haemolyticus,94759,HP,2016-01-17T16:52:11.439Z,,,Urine,,host_health_state:disease,"""Whole-genome sequencing reveals clonal expansion of multiresistant Staphylococcus haemolyticus in European hospitals."" Pubmed ID: 25038069. Staphylococcus haemolyticus is an emerging cause of nosocomial infections, primarily affecting immunocompromised patients. A comparative genomic analysis was performed on clinical S. haemolyticus isolates to investigate their genetic relationship and explore the coding sequences with respect to antimicrobial resistance determinants and putative hospital adaptation. Whole-genome sequencing was performed on 134 isolates of S. haemolyticus from geographically diverse origins (Belgium, 2; Germany, 10; Japan, 13; Norway, 54; Spain, 2; Switzerland, 43; UK, 9; USA, 1). Each genome was individually assembled. Protein coding sequences (CDSs) were predicted and homologous genes were categorized into three types: Type I, core genes, homologues present in all strains; Type II, unique core genes, homologues shared by only a subgroup of strains; and Type III, unique genes, strain-specific CDSs. The phylogenetic relationship between the isolates was built from variable sites in the form of single nucleotide polymorphisms (SNPs) in the core genome and used to construct a maximum likelihood phylogeny. SNPs in the genome core regions divided the isolates into one major group of 126 isolates and one minor group of isolates with highly diverse genomes. The major group was further subdivided into seven clades (A-G), of which four (A-D) encompassed isolates only from Europe. Antimicrobial multiresistance was observed in 77.7% of the collection. High levels of homologous recombination were detected in genes involved in adherence, staphylococcal host adaptation and bacterial cell communication. The presence of several successful and highly resistant clones underlines the adaptive potential of this opportunistic pathogen.",CUHB01000000,1283
429,36809.196,Mycobacterium abscessus strain PAP056,Mycobacteroides abscessus,PAP056,HP,2016-01-17T16:47:38.119Z,,,sputum,,host_health_state:disease,"http://www.sanger.ac.uk/resources/downloads/bacteria/mycobacterium.html This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/;contaminated;genome length too large;validation errors",CSXD01000000,36809
430,520.83,Bordetella pertussis strain B039,Bordetella pertussis,B039,HP,2016-01-17T16:43:43.851Z,,,,isolated between 1920 and 2010,host_health_state:disease,"“Global population structure and evolution of Bordetella pertussis and their relationship with vaccination.” Pubmed ID: 24757216. Bordetella pertussis causes pertussis, a respiratory disease that is most severe for infants. Vaccination was introduced in the 1950s, and in recent years, a resurgence of disease was observed worldwide, with significant mortality in infants. Possible causes for this include the switch from whole-cell vaccines (WCVs) to less effective acellular vaccines (ACVs), waning immunity, and pathogen adaptation. Pathogen adaptation is suggested by antigenic divergence between vaccine strains and circulating strains and by the emergence of strains with increased pertussis toxin production. We applied comparative genomics to a worldwide collection of 343 B. pertussis strains isolated between 1920 and 2010. The global phylogeny showed two deep branches; the largest of these contained 98% of all strains, and its expansion correlated temporally with the first descriptions of pertussis outbreaks in Europe in the 16th century. We found little evidence of recent geographical clustering of the strains within this lineage, suggesting rapid strain flow between countries. We observed that changes in genes encoding proteins implicated in protective immunity that are included in ACVs occurred after the introduction of WCVs but before the switch to ACVs. Furthermore, our analyses consistently suggested that virulence-associated genes and genes coding for surface-exposed proteins were involved in adaptation. However, many of the putative adaptive loci identified have a physiological role, and further studies of these loci may reveal less obvious ways in which B. pertussis and the host interact. This work provides insight into ways in which pathogens may adapt to vaccination and suggests ways to improve pertussis vaccines. Whooping cough is mainly caused by Bordetella pertussis, and current vaccines are targeted against this organism. Recently, there have been increasing outbreaks of whooping cough, even where vaccine coverage is high. Analysis of the genomes of 343 B. pertussis isolates from around the world over the last 100 years suggests that the organism has emerged within the last 500 years, consistent with historical records. We show that global transmission of new strains is very rapid and that the worldwide population of B. pertussis is evolving in response to vaccine introduction, potentially enabling vaccine escape.",CSSR01000000,520
431,29388.37,Staphylococcus capitis strain CR03,Staphylococcus capitis,CR03,HP,2016-01-17T16:39:29.249Z,,,skin of human,,host_health_state:genomic DNA,"WGS of a NICU Staphylococcus capitis prototype NCRS-A strain. This clonal population seems to have a worldwide distribution and is frequently found as a cause of bacteremia in NICUs. The clone has a particular dru type, antibiograms and PFGE profile which distinguishes it from other SCoN pathogens causing bacteremia in adults. It is a methicillin-resistant, vancomycin hetero resistance",CVUF01000000,29388
432,110505.3,Mycobacterium heckeshornense strain RLE,Mycobacterium heckeshornense,RLE,HP,2016-01-17T16:20:44.491Z,pulmonary disease,,sputum,,,genome sequence of Mycobacterium heckeshornense strain RLE,LFOF01000000,110505
433,328812.4,Parabacteroides goldsteinii strain 910340,Parabacteroides goldsteinii,910340,HP,2016-01-17T16:10:28.623Z,Bacteremia,,Blood culture,,,Draft Genome Sequence of Parabacteroides goldsteinii with Putative Novel Metallo-β-Lactamases Isolated from a Blood Culture from a Human Patient,LFJV01000000,328812
434,1351793.3,Neisseria gonorrhoeae MIA_2011_05-16,Neisseria gonorrhoeae,MIA_2011_05-16,HP,2016-01-17T16:06:48.068Z,,,urinogenital fluid,,,This will generate genomic information that is important for population and epidemiological studies of the pathogen.,ATQR01000000,1351793
435,1641401.3,Dermacoccus sp. PE3,Dermacoccus sp. PE3,PE3,NHP,2016-01-17T16:05:35.151Z,,,healthy skin,,,Human Skin Isolate,LDCM01000000,1641401
436,512402.5,Mycobacterium heraklionense strain Davo,Mycolicibacter heraklionensis,Davo,HP,2016-01-17T16:05:33.402Z,lung disease,,sputum,,,Mycobacterium heraklionense Davo strain genome sequencing,LDPO01000000,512402
437,244292.6,Mycobacterium nebraskense strain AKUC2,Mycobacterium nebraskense,AKUC2,HP,2016-01-17T16:05:33.034Z,lung disease,,sputum,,,Mycobacterium nebraskense AKUC2 genome sequencing,LDPP01000000,244292
438,29311.18,Mycobacterium haemophilum strain UC4,Mycobacterium haemophilum,UC4,HP,2016-01-17T16:05:32.720Z,lung disease,,sputum,,,Mycobacterium haemophilum genome sequencing and assembly,LDPQ01000000,29311
439,294.183,Pseudomonas fluorescens strain AU7350,Pseudomonas fluorescens,AU7350,HP,2016-01-17T16:05:21.412Z,,Cystic Fibrosis,,,,The goal of this project is to sequence a clinical Pseudomonas fluorescens isolate from the sputum of an individual with Cystic Fibrosis,LCYT01000000,294
440,1311.483,Streptococcus agalactiae strain SH0702,Streptococcus agalactiae,SH0702,HP,2016-01-17T16:04:13.201Z,Colonization,,Vaginal-rectal,isolated from colonized and infected humans and cattle,,"The human and bovine bacterial pathogen Streptococcus agalactiae (Group B Streptococcus, GBS) expresses a thick polysaccharide capsule that constitutes a major virulence factor and vaccine target. GBS can be classified into ten distinct serotypes differing in the chemical composition of the capsular polysaccharide. However, non-typeable strains that do not react with anti-capsular sera are frequently isolated from colonized and infected humans and cattle. To obtain a comprehensive insight into the molecular basis for the loss of capsule expression in GBS, a collection of well-characterized non-typeable strains was investigated by genome sequencing. Genome based phylogenetic analysis extended to a wide population of sequenced strains confirmed the recently observed high clonality among GBS lineages mainly containing human strains, and revealed a much higher degree of diversity in the bovine population. Remarkably, non-typeable strains were equally distributed in all lineages. A number of distinct mutations in the cps operon were identified that were apparently responsible for inactivation of capsule synthesis. The most frequent genetic alterations were point mutations leading to stop codons in the cps genes, and the main target was found to be cpsE encoding the portal glycosyl trasferase of capsule biosynthesis. Complementation of strains carrying missense mutations in cpsE with a wild-type gene restored capsule expression allowing the identification of amino acid residues essential for enzyme activity.",LDAG01000000,1311
441,81858.4,Mycobacterium elephantis strain Lipa,Mycolicibacterium elephantis,Lipa,HP,2016-01-17T16:01:51.822Z,pulmonary disease,,sputum,,,genome sequencing of Mycobacterium elephantis strain Lipa,LBNO01000000,81858
442,40479.11,Mycoplasma capricolum subsp. capricolum strain 14DL0024,Mycoplasma capricolum,14DL0024,HP,2016-01-17T16:01:51.516Z,Meningoencephalitis,,blood,,host_disease_outcome:recovery,Draft genome of a human isolate of the ruminant pathogen Mycoplasma capricolum subspecies capricolum,LBMF01000000,40479
443,1807.13,Mycobacterium obuense strain UC1,Mycolicibacterium obuense,UC1,HP,2016-01-17T15:54:23.335Z,congenital cystic kidney disease,,sputum,,,Sequencing and assembly of draft genome sequence of Mycobacterium obuense,LAUZ02000000,1807
444,74704.5,Staphylococcus cohnii subsp. cohnii strain 532,Staphylococcus cohnii,532,HP,2016-01-17T15:53:47.673Z,,,catheter,,,Staphylococcus cohnii subsp. cohnii isolated from human patients,LATV01000000,74704
445,161879.11,Corynebacterium kroppenstedtii strain ITA205,Corynebacterium kroppenstedtii,ITA205,HP,2016-01-17T15:53:35.390Z,Mastitis,,Clinical Swab,,,Breast Abscesses due to Corynebacterium\nkroppenstedtii,JYDD01000000,161879
446,1302.16,Streptococcus gordonii strain IE35,Streptococcus gordonii,IE35,HP,2016-01-17T15:53:14.721Z,,,blood from a patient with infective endocarditis,,,Whole genome of sequencing of Streptococcus gordonii IE35 strain was done to explore the molecular pathogenesis of infective endocarditis,LAKB01000000,1302
447,1683.4,Bifidobacterium angulatum strain GT102,Bifidobacterium angulatum,GT102,NHP,2016-01-17T15:52:13.521Z,,,feces,isolated (Tver State Medical Academy) in 2013 from a fecal sample of a healthy young woman inhabiting Central Russia,,"The objective is to obtain complete genome sequence of Bifidobacterium angulatum strain 102, originally isolated (Tver State Medical Academy) in 2013 from a fecal sample of a healthy young woman inhabiting Central Russia. The strain produces GABA. Complete genome sequence will be used to study possible psychobiotic properties of the strain.",LAHN01000000,1683
448,1173838.4,Salmonella enterica subsp. enterica serovar Heidelberg str. 79-0480,Salmonella enterica,79-0480,HP,2016-01-17T15:51:06.117Z,,,clinical,,,Genome sequencing project;many frameshifted proteins,AMNZ01000000,1173838
449,1509.24,Clostridium sporogenes strain 88-0163,Clostridium sporogenes,88-0163,HP,2016-01-17T15:50:32.845Z,,,blood,,,The objective of this study is to identify genomic differences between Group I (proteolytic) Clostridium botulinum and non-toxic Clostridium sporogenes strains. All Clostridium botulinum produce botulinum neurotoxins but individual strains are both metabolically and phylogenetically highly similar to C. sporogenes. Identification of clade-specific genes (biomarkers) supports improved taxonomic identification of isolates which may be especially useful for metagenomic and/or culture independent diagnostic assays involving these organisms.,JZJQ01000000,1509
450,1307.304,Streptococcus suis strain B41Q,Streptococcus suis,B41Q,HP,2016-01-17T15:46:27.249Z,,,Brain,,host_health_state:Diseased,"Streptococcus suis causes disease in pigs worldwide and is increasingly implicated in zoonotic disease in East and South-East Asia. To understand the genetic basis of disease in S.treptococcus suis, we have studydied the genomes of 375 isolates with detailed clinical phenotypes from pigs and humans from the UK and Vietnam. Here, we show that Iisolates associated with disease contained substantially fewer genes than non-clinical isolates, but were are more likely to encode virulence factors. Human disease isolates were are limited to a single virulent population, originating in the 1920s when pig production was intensified, but no consistent genomic differences between pig and human isolates were are observed. There was is little geographical clustering of different S. suis sub-populations, and the bacterium undergoes high rates of recombination, implying that an increase in virulence anywhere in the world could have a global impact over a short timescale.",CDTM01000000,1307
451,29380.4,Staphylococcus caprae strain 9557,Staphylococcus caprae,9557,HP,2016-01-17T15:44:35.282Z,,,cerebrospinal fluid,isolated from CSF,,To explore the genetic background of clinical S. caprae strain isolated from CSF.,JXXP01000000,29380
452,292.25,Burkholderia cepacia strain LMG 16656,Burkholderia cepacia,LMG 16656,HP,2016-01-17T15:44:01.601Z,,,sputum from cystic fibrosis patient,,,Genome sequence of Burkholderia cepacia LMG 16656,JTDP01000000,292
453,93220.27,Pandoraea pnomenusa strain 7641,Pandoraea pnomenusa,6399,HP,2016-01-17T15:41:48.562Z,Cystic fibrosis,,sputum from cystic fibrosis patient,,,Isolated from sputum of cystic fibrosis patient,JTCS01000000,93220
454,546.83,Citrobacter freundii strain FDAARGOS_73,Citrobacter freundii,FDAARGOS_73,HP,2016-01-17T15:40:55.980Z,Respiratory distress,,Lung Tissue grind,,,"FDA, in collaboration with the National Center for Biotechnology Information (NCBI), the Department of Defense (DoD) and the Institute for Genome Sciences at the University of Maryland, established a publicly available, well-curated reference database (FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences; BioProject 231221) of regulatory-grade-quality sequences from diverse infectious microorganisms. This database, which is still growing, comprises data collected from multiple collaborators. Diagnostic test manufacturers develop sequence-based tests to identify infectious agents and/or to detect resistance or virulence markers; will use this database to advance their development programs and to support the regulatory science review of such tests. This work will facilitate the development of these tests, which are aimed at improving patient outcomes. Continued success of the database and adoption by the community is contingent on populating and curating the database, which in turn will support development of guidance and standards for clinical use of this technology. Discussions held at a relating public workshop on advancing regulatory science for high throughput sequencing devices for microbial identification and detection of antimicrobial resistance markers were essential to establish the safety and effectiveness of these devices.",JTBJ01000000,546
455,588.10,Providencia stuartii strain FDAARGOS_87,Providencia stuartii,FDAARGOS_87,HP,2016-01-17T15:40:51.236Z,Colonization/trachitis,,endotracheal aspirate,,,"FDA, in collaboration with the National Center for Biotechnology Information (NCBI), the Department of Defense (DoD) and the Institute for Genome Sciences at the University of Maryland, established a publicly available, well-curated reference database (FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences; BioProject 231221) of regulatory-grade-quality sequences from diverse infectious microorganisms. This database, which is still growing, comprises data collected from multiple collaborators. Diagnostic test manufacturers develop sequence-based tests to identify infectious agents and/or to detect resistance or virulence markers; will use this database to advance their development programs and to support the regulatory science review of such tests. This work will facilitate the development of these tests, which are aimed at improving patient outcomes. Continued success of the database and adoption by the community is contingent on populating and curating the database, which in turn will support development of guidance and standards for clinical use of this technology. Discussions held at a relating public workshop on advancing regulatory science for high throughput sequencing devices for microbial identification and detection of antimicrobial resistance markers were essential to establish the safety and effectiveness of these devices.",JTAU01000000,588
456,672.128,Vibrio vulnificus strain VV9-09,Vibrio vulnificus,VV9-09,HP,2016-01-17T15:38:56.181Z,septicemia,,Blood,,,Pangenome study of human pathogenic vibrio vulnificus biotype 3,JQDW01000000,672
457,38289.23,Corynebacterium jeikeium strain Cj47447,Corynebacterium jeikeium,Cj47447,HP,2016-01-17T15:38:26.381Z,unknown,,Blood,,,Whole genome sequencing of Corynebacterium jeikeium clinical isolates,JFCM01000000,38289
458,549.20,Pantoea agglomerans strain DAPP-PG734,Pantoea agglomerans,DAPP-PG734,HP,2016-01-17T15:36:05.435Z,,,Olive knot caused by Pseudomonas savastanoi pv. savastanoi,"isolated from olive knots many strains of P. agglomerans inducing hypersensitive reaction in tobacco plants, we further investigate the role of this bacterium in disease development, obtaining the draft genome sequence of the strain DAPP-PG 734",,"Inside the olive knots caused by Pseudomonas savastanoi pv. savastanoi a high numbers of bacterial species occur, such as: Erwinia toletana, Pantoea agglomerans and Erwinia oleae. Since we frequently isolated from olive knots many strains of P. agglomerans inducing hypersensitive reaction in tobacco plants, we further investigate the role of this bacterium in disease development, obtaining the draft genome sequence of the strain DAPP-PG 734.",JNVA01000000,549
459,119219.13,Cupriavidus metallidurans strain NE12,Cupriavidus metallidurans,NE12,HP,2016-01-17T15:36:02.581Z,,,air filter sample from the Payload Hazardous Servicing Facility located at the Kennedy Space Center,recovered from medically-relevant sources such as from patients with cystic fibrosis (11) and from human cerebrospinal fluid,,"C. metallidurans isolates are increasingly being recovered from medically-relevant sources such as from patients with cystic fibrosis (11) and from human cerebrospinal fluid. Recently, a first case of invasive infection by C. metallidurans was reported. The genome of this isolate, designated H1130, was sequenced for comparative analyses and for exploring the adaptation and pathogenic potential of such bacteria.",JFZF01000000,119219
460,360118.7,Burkholderia pseudomallei 406e,Burkholderia pseudomallei,406e,HP,2016-01-17T15:30:53.982Z,bacteremia,,toe swab,,host_disease_outcome:fatal,Burkholderia pseudomallei 406e was re-sequenced for a reference panel of B. pseudomallei to be used in animal studies.,AQTK01000000,360118
461,33035.4,Blautia producta ER3,Blautia producta,ER3,NHP,2015-03-12T17:40:05.371Z,,,fecal sample,,,To determine new cultivation techniques for the human gut microbiome and use the improved techniques to selectively culture previously uncultured bacteria.,JPJF00000000,33035
462,1519439.3,Oscillibacter sp. ER4,Oscillibacter sp. ER4,ER4,NHP,2015-03-12T17:39:21.074Z,,,fecal sample,,,To determine new cultivation techniques for the human gut microbiome and use the improved techniques to selectively culture previously uncultured bacteria.,JPJG00000000,1519439
